x,y,goal_x,goal_y,distance,spend_time
-25.8119,-6.5129,-27.9300,-0.9100,191.6325,472.2198
-25.7510,-6.5477
-25.7037,-6.5475
-25.6745,-6.5866
-25.6059,-6.6054
-25.5578,-6.6039
-25.5088,-6.6178
-25.4371,-6.6143
-25.3860,-6.6095
-25.2986,-6.6143
-25.2207,-6.6163
-25.1732,-6.6122
-25.1089,-6.6010
-25.0592,-6.6016
-24.9997,-6.6022
-24.9494,-6.5960
-24.8969,-6.5902
-24.8395,-6.5852
-24.7954,-6.5817
-24.7489,-6.5824
-24.7033,-6.5820
-24.6568,-6.5835
-24.6120,-6.5850
-24.5522,-6.5881
-24.5093,-6.5865
-24.4695,-6.5843
-24.4277,-6.5860
-24.3748,-6.5876
-24.3217,-6.5875
-24.2720,-6.5866
-24.2394,-6.5897
-24.1818,-6.5912
-24.1351,-6.5871
-24.0882,-6.5834
-24.0469,-6.5883
-23.9969,-6.5881
-23.9496,-6.5886
-23.9116,-6.5859
-23.8571,-6.5878
-23.8130,-6.5874
-23.7586,-6.5907
-23.7117,-6.5969
-23.6652,-6.5969
-23.6108,-6.6004
-23.5661,-6.6021
-23.5188,-6.5998
-23.4682,-6.5968
-23.4186,-6.5972
-23.3846,-6.5970
-23.3368,-6.5929
-23.2917,-6.5882
-23.2367,-6.5852
-23.1771,-6.5841
-23.1331,-6.5778
-23.0853,-6.5686
-23.0328,-6.5640
-22.9762,-6.5560
-22.9195,-6.5501
-22.8724,-6.5410
-22.8261,-6.5318
-22.7749,-6.5233
-22.7247,-6.5169
-22.6770,-6.5116
-22.6289,-6.5065
-22.5764,-6.5011
-22.5225,-6.4958
-22.4730,-6.4909
-22.4317,-6.4917
-22.3863,-6.4898
-22.3413,-6.4880
-22.2970,-6.4908
-22.2561,-6.4976
-22.2088,-6.5002
-22.1610,-6.5043
-22.1084,-6.5091
-22.0616,-6.5148
-22.0121,-6.5221
-21.9698,-6.5319
-21.9236,-6.5386
-21.8793,-6.5481
-21.8357,-6.5574
-21.7904,-6.5650
-21.7444,-6.5738
-21.6974,-6.5822
-21.6479,-6.5922
-21.6031,-6.5991
-21.5542,-6.6037
-21.5045,-6.6102
-21.4582,-6.6167
-21.4130,-6.6227
-21.3661,-6.6268
-21.3176,-6.6351
-21.2748,-6.6387
-21.2321,-6.6434
-21.1895,-6.6470
-21.1476,-6.6527
-21.0641,-6.6535
-21.0182,-6.6542
-20.9704,-6.6521
-20.9238,-6.6514
-20.8704,-6.6502
-20.8205,-6.6493
-20.7753,-6.6462
-20.7326,-6.6446
-20.6841,-6.6425
-20.6366,-6.6338
-20.5900,-6.6246
-20.5396,-6.6176
-20.4940,-6.6094
-20.4527,-6.6032
-20.4055,-6.5949
-20.3600,-6.5855
-20.3075,-6.5780
-20.2626,-6.5729
-20.2163,-6.5661
-20.1663,-6.5627
-20.1206,-6.5573
-20.0744,-6.5572
-20.0259,-6.5601
-19.9801,-6.5636
-19.9394,-6.5708
-19.8939,-6.5743
-19.8478,-6.5825
-19.7938,-6.5865
-19.7530,-6.5961
-19.7094,-6.6010
-19.6656,-6.6051
-19.6212,-6.6136
-19.5759,-6.6210
-19.5316,-6.6290
-19.4868,-6.6356
-19.4441,-6.6443
-19.3978,-6.6502
-19.3521,-6.6558
-19.3008,-6.6625
-19.2453,-6.6682
-19.2001,-6.6718
-19.1539,-6.6772
-19.1083,-6.6792
-19.0628,-6.6815
-19.0186,-6.6814
-18.9701,-6.6842
-18.9242,-6.6862
-18.8778,-6.6876
-18.8335,-6.6952
-18.7864,-6.6997
-18.7385,-6.7013
-18.6940,-6.7005
-18.6463,-6.6972
-18.6015,-6.6968
-18.5646,-6.6977
-18.5203,-6.6935
-18.4763,-6.6875
-18.4361,-6.6832
-18.3928,-6.6766
-18.3498,-6.6668
-18.3031,-6.6573
-18.2549,-6.6467
-18.2103,-6.6360
-18.1676,-6.6249
-18.1156,-6.6147
-18.0638,-6.6048
-18.0189,-6.5958
-17.9735,-6.5871
-17.9270,-6.5810
-17.8818,-6.5730
-17.8321,-6.5660
-17.7849,-6.5607
-17.7343,-6.5582
-17.6873,-6.5562
-17.6401,-6.5520
-17.5936,-6.5482
-17.5411,-6.5456
-17.4949,-6.5436
-17.4506,-6.5447
-17.4051,-6.5488
-17.3551,-6.5511
-17.3052,-6.5509
-17.2612,-6.5541
-17.2165,-6.5595
-17.1670,-6.5633
-17.1222,-6.5673
-17.0773,-6.5738
-17.0272,-6.5795
-16.9802,-6.5846
-16.9366,-6.5881
-16.8876,-6.5930
-16.8467,-6.5958
-16.8022,-6.6008
-16.7588,-6.6061
-16.7114,-6.6120
-16.6655,-6.6173
-16.6210,-6.6204
-16.5710,-6.6231
-16.5238,-6.6255
-16.4763,-6.6265
-16.4294,-6.6301
-16.3850,-6.6358
-16.3388,-6.6385
-16.2935,-6.6412
-16.2472,-6.6402
-16.1990,-6.6410
-16.1547,-6.6414
-16.1086,-6.6377
-16.0677,-6.6373
-16.0215,-6.6363
-15.9741,-6.6348
-15.9281,-6.6340
-15.8804,-6.6335
-15.8336,-6.6342
-15.7882,-6.6345
-15.7433,-6.6342
-15.6983,-6.6331
-15.6550,-6.6327
-15.6082,-6.6332
-15.5627,-6.6297
-15.5155,-6.6257
-15.4695,-6.6216
-15.4216,-6.6195
-15.3791,-6.6130
-15.3325,-6.6109
-15.2801,-6.6107
-15.2316,-6.6084
-15.1821,-6.6063
-15.1360,-6.6022
